transaction_id,transaction_date,transaction_time,store_id,store_location,product_id,transaction_qty,unit_price,Total_Bill,product_category,product_type,product_detail,Size,Month Name,Day Name,Hour,Month,Day of Week
72185,21-04-2023,8:17:45,8,Hell's Kitchen,25,1,2.2,2.2,Coffee,Organic brewed coffee,Brazilian,Small,April,Friday,8,4,4
72186,21-04-2023,8:18:36,5,Lower Manhattan,44,3,2.5,7.5,Tea,Brewed herbal tea,Peppermint,Regular,April,Friday,8,4,4
72187,21-04-2023,8:18:38,5,Lower Manhattan,34,2,2.45,4.9,Coffee,Premium brewed coffee,Jamaican Coffee River,Small,April,Friday,8,4,4
72188,21-04-2023,8:18:44,8,Hell's Kitchen,26,1,3,3,Coffee,Organic brewed coffee,Brazilian,Regular,April,Friday,8,4,4
72189,21-04-2023,8:19:10,8,Hell's Kitchen,26,1,3,3,Coffee,Organic brewed coffee,Brazilian,Regular,April,Friday,8,4,4
72190,21-04-2023,8:19:20,3,Astoria,34,2,2.45,4.9,Coffee,Premium brewed coffee,Jamaican Coffee River,Small,April,Friday,8,4,4
72191,21-04-2023,8:19:25,8,Hell's Kitchen,52,1,2.5,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,April,Friday,8,4,4
72192,21-04-2023,8:20:47,8,Hell's Kitchen,23,2,2.5,5,Coffee,Drip coffee,Our Old Time Diner Blend,Regular,April,Friday,8,4,4
72193,21-04-2023,8:23:37,8,Hell's Kitchen,60,2,3.75,7.5,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,April,Friday,8,4,4
72194,21-04-2023,8:23:51,3,Astoria,55,2,4,8,Tea,Brewed Chai tea,Morning Sunrise Chai,Large,April,Friday,8,4,4
72195,21-04-2023,8:24:42,3,Astoria,52,1,2.5,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,April,Friday,8,4,4
72196,21-04-2023,8:24:42,3,Astoria,81,1,28,28,Branded,Clothing,I Need My Bean! T-shirt,Not Defined,April,Friday,8,4,4
72197,21-04-2023,8:25:23,3,Astoria,39,1,4.25,4.25,Coffee,Barista Espresso,Latte,Regular,April,Friday,8,4,4
72198,21-04-2023,8:25:23,3,Astoria,84,1,0.8,0.8,Flavours,Regular syrup,Chocolate syrup,Not Defined,April,Friday,8,4,4
72199,21-04-2023,8:25:23,3,Astoria,50,1,2.5,2.5,Tea,Brewed Black tea,Earl Grey,Regular,April,Friday,8,4,4
72200,21-04-2023,8:26:49,8,Hell's Kitchen,23,2,2.5,5,Coffee,Drip coffee,Our Old Time Diner Blend,Regular,April,Friday,8,4,4
72201,21-04-2023,8:27:25,5,Lower Manhattan,51,1,3,3,Tea,Brewed Black tea,Earl Grey,Large,April,Friday,8,4,4
72202,21-04-2023,8:27:25,5,Lower Manhattan,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,April,Friday,8,4,4
72203,21-04-2023,8:27:51,8,Hell's Kitchen,57,2,3.1,6.2,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Large,April,Friday,8,4,4
72204,21-04-2023,8:28:21,3,Astoria,30,1,3,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Large,April,Friday,8,4,4
72205,21-04-2023,8:28:21,3,Astoria,82,1,12,12,Branded,Housewares,I Need My Bean! Diner mug,Not Defined,April,Friday,8,4,4
72206,21-04-2023,8:28:46,3,Astoria,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,April,Friday,8,4,4
72207,21-04-2023,8:29:09,3,Astoria,34,1,2.45,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Small,April,Friday,8,4,4
72208,21-04-2023,8:29:18,3,Astoria,56,2,2.55,5.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Regular,April,Friday,8,4,4
72209,21-04-2023,8:29:46,3,Astoria,28,1,2,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Small,April,Friday,8,4,4
72210,21-04-2023,8:29:58,5,Lower Manhattan,55,1,4,4,Tea,Brewed Chai tea,Morning Sunrise Chai,Large,April,Friday,8,4,4
72211,21-04-2023,8:30:04,5,Lower Manhattan,55,3,4,12,Tea,Brewed Chai tea,Morning Sunrise Chai,Large,April,Friday,8,4,4
72212,21-04-2023,8:30:38,8,Hell's Kitchen,55,1,4,4,Tea,Brewed Chai tea,Morning Sunrise Chai,Large,April,Friday,8,4,4
72213,21-04-2023,8:30:47,8,Hell's Kitchen,59,1,4.5,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,April,Friday,8,4,4
72214,21-04-2023,8:32:20,8,Hell's Kitchen,26,1,3,3,Coffee,Organic brewed coffee,Brazilian,Regular,April,Friday,8,4,4
72215,21-04-2023,8:32:44,3,Astoria,53,1,3,3,Tea,Brewed Chai tea,Traditional Blend Chai,Large,April,Friday,8,4,4
72216,21-04-2023,8:32:59,3,Astoria,60,2,3.75,7.5,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,April,Friday,8,4,4
72217,21-04-2023,8:33:18,5,Lower Manhattan,60,3,3.75,11.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,April,Friday,8,4,4
72218,21-04-2023,8:33:18,5,Lower Manhattan,75,1,3.5,3.5,Bakery,Pastry,Croissant,Not Defined,April,Friday,8,4,4
72219,21-04-2023,8:33:25,8,Hell's Kitchen,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,April,Friday,8,4,4
72220,21-04-2023,8:33:32,3,Astoria,30,1,3,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Large,April,Friday,8,4,4
72221,21-04-2023,8:33:55,3,Astoria,46,1,2.5,2.5,Tea,Brewed Green tea,Serenity Green Tea,Regular,April,Friday,8,4,4
72222,21-04-2023,8:34:47,8,Hell's Kitchen,42,1,2.5,2.5,Tea,Brewed herbal tea,Lemon Grass,Regular,April,Friday,8,4,4
72223,21-04-2023,8:34:47,8,Hell's Kitchen,72,1,3.25,3.25,Bakery,Scone,Ginger Scone,Not Defined,April,Friday,8,4,4
72224,21-04-2023,8:34:54,8,Hell's Kitchen,45,2,3,6,Tea,Brewed herbal tea,Peppermint,Large,April,Friday,8,4,4
72225,21-04-2023,8:35:44,8,Hell's Kitchen,57,2,3.1,6.2,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Large,April,Friday,8,4,4
72226,21-04-2023,8:35:58,8,Hell's Kitchen,45,2,3,6,Tea,Brewed herbal tea,Peppermint,Large,April,Friday,8,4,4
72227,21-04-2023,8:36:00,5,Lower Manhattan,36,1,3.75,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Large,April,Friday,8,4,4
72228,21-04-2023,8:40:20,8,Hell's Kitchen,29,2,2.5,5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Regular,April,Friday,8,4,4
72229,21-04-2023,8:40:20,8,Hell's Kitchen,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,April,Friday,8,4,4
72230,21-04-2023,8:41:33,8,Hell's Kitchen,23,1,2.5,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Regular,April,Friday,8,4,4
72231,21-04-2023,8:42:20,3,Astoria,26,2,3,6,Coffee,Organic brewed coffee,Brazilian,Regular,April,Friday,8,4,4
72232,21-04-2023,8:42:27,5,Lower Manhattan,32,1,3,3,Coffee,Gourmet brewed coffee,Ethiopia,Regular,April,Friday,8,4,4
72233,21-04-2023,8:42:46,8,Hell's Kitchen,87,1,3,3,Coffee,Barista Espresso,Ouro Brasileiro shot,Not Defined,April,Friday,8,4,4
72234,21-04-2023,8:42:56,5,Lower Manhattan,59,2,4.5,9,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,April,Friday,8,4,4
72235,21-04-2023,8:44:23,3,Astoria,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,April,Friday,8,4,4
72236,21-04-2023,8:45:04,3,Astoria,23,1,2.5,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Regular,April,Friday,8,4,4
72237,21-04-2023,8:45:51,5,Lower Manhattan,30,2,3,6,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Large,April,Friday,8,4,4
72238,21-04-2023,8:46:10,3,Astoria,59,1,4.5,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,April,Friday,8,4,4
72239,21-04-2023,8:47:19,3,Astoria,49,1,3,3,Tea,Brewed Black tea,English Breakfast,Large,April,Friday,8,4,4
72240,21-04-2023,8:47:24,3,Astoria,41,2,4.25,8.5,Coffee,Barista Espresso,Cappuccino,Large,April,Friday,8,4,4
72241,21-04-2023,8:47:24,3,Astoria,63,2,0.8,1.6,Flavours,Regular syrup,Carmel syrup,Not Defined,April,Friday,8,4,4
72242,21-04-2023,8:47:24,3,Astoria,73,1,3.75,3.75,Bakery,Pastry,Almond Croissant,Not Defined,April,Friday,8,4,4
72243,21-04-2023,8:49:17,8,Hell's Kitchen,54,1,2.5,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,April,Friday,8,4,4
72244,21-04-2023,8:49:17,8,Hell's Kitchen,13,1,8.95,8.95,Loose Tea,Black tea,English Breakfast,Not Defined,April,Friday,8,4,4
72245,21-04-2023,8:49:25,5,Lower Manhattan,34,1,2.45,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Small,April,Friday,8,4,4
72246,21-04-2023,8:49:37,5,Lower Manhattan,23,3,2.5,7.5,Coffee,Drip coffee,Our Old Time Diner Blend,Regular,April,Friday,8,4,4
72247,21-04-2023,8:50:13,8,Hell's Kitchen,59,1,4.5,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,April,Friday,8,4,4
72248,21-04-2023,8:50:25,8,Hell's Kitchen,56,1,2.55,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Regular,April,Friday,8,4,4
72249,21-04-2023,8:50:25,8,Hell's Kitchen,6,1,21,21,Coffee beans,Gourmet Beans,Ethiopia,Not Defined,April,Friday,8,4,4
72250,21-04-2023,8:50:41,5,Lower Manhattan,61,3,4.75,14.25,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Large,April,Friday,8,4,4
72251,21-04-2023,8:50:55,8,Hell's Kitchen,60,1,3.75,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,April,Friday,8,4,4
72252,21-04-2023,8:51:28,8,Hell's Kitchen,46,2,2.5,5,Tea,Brewed Green tea,Serenity Green Tea,Regular,April,Friday,8,4,4
72253,21-04-2023,8:51:49,3,Astoria,40,1,3.75,3.75,Coffee,Barista Espresso,Cappuccino,Not Defined,April,Friday,8,4,4
72254,21-04-2023,8:51:49,3,Astoria,63,2,0.8,1.6,Flavours,Regular syrup,Carmel syrup,Not Defined,April,Friday,8,4,4
72255,21-04-2023,8:52:36,8,Hell's Kitchen,22,1,2,2,Coffee,Drip coffee,Our Old Time Diner Blend,Small,April,Friday,8,4,4
72256,21-04-2023,8:52:41,8,Hell's Kitchen,54,2,2.5,5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,April,Friday,8,4,4
72257,21-04-2023,8:52:41,8,Hell's Kitchen,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,April,Friday,8,4,4
72258,21-04-2023,8:52:45,3,Astoria,24,1,3,3,Coffee,Drip coffee,Our Old Time Diner Blend,Large,April,Friday,8,4,4
72259,21-04-2023,8:52:57,3,Astoria,22,2,2,4,Coffee,Drip coffee,Our Old Time Diner Blend,Small,April,Friday,8,4,4
72260,21-04-2023,8:53:20,3,Astoria,48,2,2.5,5,Tea,Brewed Black tea,English Breakfast,Regular,April,Friday,8,4,4
72261,21-04-2023,8:53:57,3,Astoria,36,1,3.75,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Large,April,Friday,8,4,4
72262,21-04-2023,8:53:57,3,Astoria,72,1,3.25,3.25,Bakery,Scone,Ginger Scone,Not Defined,April,Friday,8,4,4
72263,21-04-2023,8:54:27,8,Hell's Kitchen,56,2,2.55,5.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Regular,April,Friday,8,4,4
72264,21-04-2023,8:55:11,3,Astoria,43,1,3,3,Tea,Brewed herbal tea,Lemon Grass,Large,April,Friday,8,4,4
72265,21-04-2023,8:55:24,8,Hell's Kitchen,30,1,3,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Large,April,Friday,8,4,4
72266,21-04-2023,8:56:05,5,Lower Manhattan,22,1,2,2,Coffee,Drip coffee,Our Old Time Diner Blend,Small,April,Friday,8,4,4
72267,21-04-2023,8:56:05,5,Lower Manhattan,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,April,Friday,8,4,4
72268,21-04-2023,8:56:46,5,Lower Manhattan,55,2,4,8,Tea,Brewed Chai tea,Morning Sunrise Chai,Large,April,Friday,8,4,4
72269,21-04-2023,8:56:46,5,Lower Manhattan,72,1,3.25,3.25,Bakery,Scone,Ginger Scone,Not Defined,April,Friday,8,4,4
72270,21-04-2023,8:58:18,3,Astoria,60,1,3.75,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,April,Friday,8,4,4
72271,21-04-2023,8:58:18,3,Astoria,72,1,3.25,3.25,Bakery,Scone,Ginger Scone,Not Defined,April,Friday,8,4,4
72272,21-04-2023,8:58:18,3,Astoria,20,1,7.6,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Not Defined,April,Friday,8,4,4
72273,21-04-2023,9:00:42,8,Hell's Kitchen,57,2,3.1,6.2,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Large,April,Friday,9,4,4
72274,21-04-2023,9:00:47,8,Hell's Kitchen,59,1,4.5,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,April,Friday,9,4,4
72275,21-04-2023,9:00:47,8,Hell's Kitchen,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,April,Friday,9,4,4
72276,21-04-2023,9:01:04,8,Hell's Kitchen,47,1,3,3,Tea,Brewed Green tea,Serenity Green Tea,Large,April,Friday,9,4,4
72277,21-04-2023,9:01:05,8,Hell's Kitchen,59,1,4.5,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,April,Friday,9,4,4
72278,21-04-2023,9:01:18,8,Hell's Kitchen,24,2,3,6,Coffee,Drip coffee,Our Old Time Diner Blend,Large,April,Friday,9,4,4
72279,21-04-2023,9:01:19,5,Lower Manhattan,38,3,3.75,11.25,Coffee,Barista Espresso,Latte,Not Defined,April,Friday,9,4,4
72280,21-04-2023,9:01:19,5,Lower Manhattan,65,1,0.8,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Not Defined,April,Friday,9,4,4
72281,21-04-2023,9:01:36,3,Astoria,30,2,3,6,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Large,April,Friday,9,4,4
72282,21-04-2023,9:02:07,8,Hell's Kitchen,24,2,3,6,Coffee,Drip coffee,Our Old Time Diner Blend,Large,April,Friday,9,4,4
72283,21-04-2023,9:02:57,8,Hell's Kitchen,48,1,2.5,2.5,Tea,Brewed Black tea,English Breakfast,Regular,April,Friday,9,4,4
72284,21-04-2023,9:03:00,5,Lower Manhattan,42,3,2.5,7.5,Tea,Brewed herbal tea,Lemon Grass,Regular,April,Friday,9,4,4
72285,21-04-2023,9:03:00,5,Lower Manhattan,72,1,3.25,3.25,Bakery,Scone,Ginger Scone,Not Defined,April,Friday,9,4,4
72286,21-04-2023,9:04:08,5,Lower Manhattan,24,1,3,3,Coffee,Drip coffee,Our Old Time Diner Blend,Large,April,Friday,9,4,4
72287,21-04-2023,9:04:43,8,Hell's Kitchen,26,1,3,3,Coffee,Organic brewed coffee,Brazilian,Regular,April,Friday,9,4,4
72288,21-04-2023,9:05:18,3,Astoria,27,2,3.5,7,Coffee,Organic brewed coffee,Brazilian,Large,April,Friday,9,4,4
72289,21-04-2023,9:05:36,5,Lower Manhattan,39,1,4.25,4.25,Coffee,Barista Espresso,Latte,Regular,April,Friday,9,4,4
72290,21-04-2023,9:05:36,5,Lower Manhattan,64,1,0.8,0.8,Flavours,Regular syrup,Hazelnut syrup,Not Defined,April,Friday,9,4,4
72291,21-04-2023,9:06:04,3,Astoria,35,1,3.1,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River,Regular,April,Friday,9,4,4
72292,21-04-2023,9:06:16,5,Lower Manhattan,61,1,4.75,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Large,April,Friday,9,4,4
72293,21-04-2023,9:06:16,5,Lower Manhattan,74,1,3.5,3.5,Bakery,Biscotti,Ginger Biscotti,Not Defined,April,Friday,9,4,4
72294,21-04-2023,9:08:01,8,Hell's Kitchen,42,1,2.5,2.5,Tea,Brewed herbal tea,Lemon Grass,Regular,April,Friday,9,4,4
72295,21-04-2023,9:08:15,8,Hell's Kitchen,28,2,2,4,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Small,April,Friday,9,4,4
72296,21-04-2023,9:08:17,3,Astoria,44,1,2.5,2.5,Tea,Brewed herbal tea,Peppermint,Regular,April,Friday,9,4,4
72297,21-04-2023,9:08:17,3,Astoria,13,1,8.95,8.95,Loose Tea,Black tea,English Breakfast,Not Defined,April,Friday,9,4,4
72298,21-04-2023,9:08:17,5,Lower Manhattan,56,3,2.55,7.65,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Regular,April,Friday,9,4,4
72299,21-04-2023,9:09:18,8,Hell's Kitchen,31,2,2.2,4.4,Coffee,Gourmet brewed coffee,Ethiopia,Small,April,Friday,9,4,4
72300,21-04-2023,9:09:18,8,Hell's Kitchen,78,1,4.5,4.5,Bakery,Scone,Scottish Cream Scone,Not Defined,April,Friday,9,4,4
72301,21-04-2023,9:09:35,3,Astoria,43,1,3,3,Tea,Brewed herbal tea,Lemon Grass,Large,April,Friday,9,4,4
72302,21-04-2023,9:10:02,8,Hell's Kitchen,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,April,Friday,9,4,4
72303,21-04-2023,9:10:40,5,Lower Manhattan,59,3,4.5,13.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,April,Friday,9,4,4
72304,21-04-2023,9:11:50,3,Astoria,37,1,3,3,Coffee,Barista Espresso,Espresso shot,Not Defined,April,Friday,9,4,4
72305,21-04-2023,9:11:50,3,Astoria,84,2,0.8,1.6,Flavours,Regular syrup,Chocolate syrup,Not Defined,April,Friday,9,4,4
72306,21-04-2023,9:11:58,3,Astoria,46,2,2.5,5,Tea,Brewed Green tea,Serenity Green Tea,Regular,April,Friday,9,4,4
72307,21-04-2023,9:11:58,3,Astoria,10,1,10,10,Coffee beans,Green beans,Guatemalan Sustainably Grown,Not Defined,April,Friday,9,4,4
72308,21-04-2023,9:12:22,3,Astoria,46,2,2.5,5,Tea,Brewed Green tea,Serenity Green Tea,Regular,April,Friday,9,4,4
72309,21-04-2023,9:12:22,3,Astoria,21,1,13.33,13.33,Packaged Chocolate,Drinking Chocolate,Chili Mayan,Not Defined,April,Friday,9,4,4
72310,21-04-2023,9:14:39,8,Hell's Kitchen,87,2,3,6,Coffee,Barista Espresso,Ouro Brasileiro shot,Not Defined,April,Friday,9,4,4
72311,21-04-2023,9:15:13,3,Astoria,27,2,3.5,7,Coffee,Organic brewed coffee,Brazilian,Large,April,Friday,9,4,4
72312,21-04-2023,9:15:58,5,Lower Manhattan,29,2,2.5,5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Regular,April,Friday,9,4,4
72313,21-04-2023,9:15:58,5,Lower Manhattan,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,April,Friday,9,4,4
72314,21-04-2023,9:16:19,8,Hell's Kitchen,33,1,3.5,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Large,April,Friday,9,4,4
72315,21-04-2023,9:17:08,8,Hell's Kitchen,43,1,3,3,Tea,Brewed herbal tea,Lemon Grass,Large,April,Friday,9,4,4
72316,21-04-2023,9:17:16,5,Lower Manhattan,29,2,2.5,5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Regular,April,Friday,9,4,4
72317,21-04-2023,9:17:26,8,Hell's Kitchen,27,2,3.5,7,Coffee,Organic brewed coffee,Brazilian,Large,April,Friday,9,4,4
72318,21-04-2023,9:17:50,5,Lower Manhattan,41,3,4.25,12.75,Coffee,Barista Espresso,Cappuccino,Large,April,Friday,9,4,4
72319,21-04-2023,9:17:50,5,Lower Manhattan,64,1,0.8,0.8,Flavours,Regular syrup,Hazelnut syrup,Not Defined,April,Friday,9,4,4
72320,21-04-2023,9:19:23,3,Astoria,40,2,3.75,7.5,Coffee,Barista Espresso,Cappuccino,Not Defined,April,Friday,9,4,4
72321,21-04-2023,9:19:23,3,Astoria,84,1,0.8,0.8,Flavours,Regular syrup,Chocolate syrup,Not Defined,April,Friday,9,4,4
72322,21-04-2023,9:19:25,8,Hell's Kitchen,22,1,2,2,Coffee,Drip coffee,Our Old Time Diner Blend,Small,April,Friday,9,4,4
72323,21-04-2023,9:19:58,5,Lower Manhattan,40,1,3.75,3.75,Coffee,Barista Espresso,Cappuccino,Not Defined,April,Friday,9,4,4
72324,21-04-2023,9:19:58,5,Lower Manhattan,64,2,0.8,1.6,Flavours,Regular syrup,Hazelnut syrup,Not Defined,April,Friday,9,4,4
72325,21-04-2023,9:20:59,3,Astoria,52,2,2.5,5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,April,Friday,9,4,4
72326,21-04-2023,9:21:23,8,Hell's Kitchen,55,2,4,8,Tea,Brewed Chai tea,Morning Sunrise Chai,Large,April,Friday,9,4,4
72327,21-04-2023,9:22:14,3,Astoria,51,1,3,3,Tea,Brewed Black tea,Earl Grey,Large,April,Friday,9,4,4
72328,21-04-2023,9:22:39,8,Hell's Kitchen,27,2,3.5,7,Coffee,Organic brewed coffee,Brazilian,Large,April,Friday,9,4,4
72329,21-04-2023,9:22:39,8,Hell's Kitchen,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,April,Friday,9,4,4
72330,21-04-2023,9:23:32,8,Hell's Kitchen,40,1,3.75,3.75,Coffee,Barista Espresso,Cappuccino,Not Defined,April,Friday,9,4,4
72331,21-04-2023,9:23:32,8,Hell's Kitchen,63,1,0.8,0.8,Flavours,Regular syrup,Carmel syrup,Not Defined,April,Friday,9,4,4
72332,21-04-2023,9:23:32,8,Hell's Kitchen,74,1,3.5,3.5,Bakery,Biscotti,Ginger Biscotti,Not Defined,April,Friday,9,4,4
72333,21-04-2023,9:24:21,3,Astoria,39,1,4.25,4.25,Coffee,Barista Espresso,Latte,Regular,April,Friday,9,4,4
72334,21-04-2023,9:24:21,3,Astoria,65,2,0.8,1.6,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Not Defined,April,Friday,9,4,4
72335,21-04-2023,9:24:57,8,Hell's Kitchen,22,1,2,2,Coffee,Drip coffee,Our Old Time Diner Blend,Small,April,Friday,9,4,4
72336,21-04-2023,9:24:57,8,Hell's Kitchen,69,1,3.25,3.25,Bakery,Biscotti,Hazelnut Biscotti,Not Defined,April,Friday,9,4,4
72337,21-04-2023,9:25:25,5,Lower Manhattan,59,2,4.5,9,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,April,Friday,9,4,4
72338,21-04-2023,9:25:47,3,Astoria,29,1,2.5,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Regular,April,Friday,9,4,4
72339,21-04-2023,9:25:47,3,Astoria,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,April,Friday,9,4,4
72340,21-04-2023,9:26:04,3,Astoria,46,2,2.5,5,Tea,Brewed Green tea,Serenity Green Tea,Regular,April,Friday,9,4,4
72341,21-04-2023,9:27:42,8,Hell's Kitchen,22,1,2,2,Coffee,Drip coffee,Our Old Time Diner Blend,Small,April,Friday,9,4,4
72342,21-04-2023,9:27:52,8,Hell's Kitchen,59,2,4.5,9,Drinking Chocolate,Hot chocolate,Dark chocolate,Large,April,Friday,9,4,4
72343,21-04-2023,9:27:52,8,Hell's Kitchen,72,1,3.25,3.25,Bakery,Scone,Ginger Scone,Not Defined,April,Friday,9,4,4
72344,21-04-2023,9:28:02,8,Hell's Kitchen,55,1,4,4,Tea,Brewed Chai tea,Morning Sunrise Chai,Large,April,Friday,9,4,4
72345,21-04-2023,9:28:02,8,Hell's Kitchen,75,1,3.5,3.5,Bakery,Pastry,Croissant,Not Defined,April,Friday,9,4,4
72346,21-04-2023,9:28:35,8,Hell's Kitchen,52,2,2.5,5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,April,Friday,9,4,4
72347,21-04-2023,9:28:38,3,Astoria,53,2,3,6,Tea,Brewed Chai tea,Traditional Blend Chai,Large,April,Friday,9,4,4
72348,21-04-2023,9:28:38,3,Astoria,75,1,3.5,3.5,Bakery,Pastry,Croissant,Not Defined,April,Friday,9,4,4
72349,21-04-2023,9:28:50,8,Hell's Kitchen,51,2,3,6,Tea,Brewed Black tea,Earl Grey,Large,April,Friday,9,4,4
72350,21-04-2023,9:28:50,8,Hell's Kitchen,69,1,3.25,3.25,Bakery,Biscotti,Hazelnut Biscotti,Not Defined,April,Friday,9,4,4
72351,21-04-2023,9:29:37,3,Astoria,38,2,3.75,7.5,Coffee,Barista Espresso,Latte,Not Defined,April,Friday,9,4,4
72352,21-04-2023,9:29:37,3,Astoria,64,2,0.8,1.6,Flavours,Regular syrup,Hazelnut syrup,Not Defined,April,Friday,9,4,4
72353,21-04-2023,9:29:40,8,Hell's Kitchen,46,2,2.5,5,Tea,Brewed Green tea,Serenity Green Tea,Regular,April,Friday,9,4,4
72354,21-04-2023,9:30:13,5,Lower Manhattan,39,2,4.25,8.5,Coffee,Barista Espresso,Latte,Regular,April,Friday,9,4,4
72355,21-04-2023,9:30:13,5,Lower Manhattan,84,1,0.8,0.8,Flavours,Regular syrup,Chocolate syrup,Not Defined,April,Friday,9,4,4
72356,21-04-2023,9:30:30,8,Hell's Kitchen,23,1,2.5,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Regular,April,Friday,9,4,4
72357,21-04-2023,9:31:54,8,Hell's Kitchen,56,2,2.55,5.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Regular,April,Friday,9,4,4
72358,21-04-2023,9:32:03,3,Astoria,29,2,2.5,5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Regular,April,Friday,9,4,4
72359,21-04-2023,9:32:03,3,Astoria,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,April,Friday,9,4,4
72360,21-04-2023,9:32:13,3,Astoria,37,2,3,6,Coffee,Barista Espresso,Espresso shot,Not Defined,April,Friday,9,4,4
72361,21-04-2023,9:32:13,3,Astoria,64,2,0.8,1.6,Flavours,Regular syrup,Hazelnut syrup,Not Defined,April,Friday,9,4,4
72362,21-04-2023,9:32:13,3,Astoria,7,1,19.75,19.75,Coffee beans,Premium Beans,Jamacian Coffee River,Not Defined,April,Friday,9,4,4
72363,21-04-2023,9:32:15,3,Astoria,51,2,3,6,Tea,Brewed Black tea,Earl Grey,Large,April,Friday,9,4,4
72364,21-04-2023,9:32:34,5,Lower Manhattan,41,2,4.25,8.5,Coffee,Barista Espresso,Cappuccino,Large,April,Friday,9,4,4
72365,21-04-2023,9:32:34,5,Lower Manhattan,63,1,0.8,0.8,Flavours,Regular syrup,Carmel syrup,Not Defined,April,Friday,9,4,4
72366,21-04-2023,9:32:34,5,Lower Manhattan,76,1,3.5,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Not Defined,April,Friday,9,4,4
72367,21-04-2023,9:32:53,3,Astoria,42,2,2.5,5,Tea,Brewed herbal tea,Lemon Grass,Regular,April,Friday,9,4,4
